,age,country,country-year,gdp_for_year ($),gdp_per_capita ($),generation,population,salaries,sex,suicides/100k pop,suicides_no,year
12115,5-14 years,Ireland,Ireland1989,39285385088.0,12188.0,Generation X,351600.0,,male,0.0,0.0,1989.0
12116,55-74 years,Ireland,Ireland1990,49364681256.0,15312.0,G.I. Generation,244600.0,1879.3,male,23.71,58.0,1990.0
12117,25-34 years,Ireland,Ireland1990,49364681256.0,15312.0,Boomers,236900.0,1879.3,male,21.53,51.0,1990.0
12118,35-54 years,Ireland,Ireland1990,49364681256.0,15312.0,Silent,406100.0,1879.3,male,20.93,85.0,1990.0
12119,75+ years,Ireland,Ireland1990,49364681256.0,15312.0,G.I. Generation,61000.0,1879.3,male,14.75,9.0,1990.0
12120,15-24 years,Ireland,Ireland1990,49364681256.0,15312.0,Generation X,309400.0,1879.3,male,14.22,44.0,1990.0
12121,25-34 years,Ireland,Ireland1990,49364681256.0,15312.0,Boomers,238400.0,1879.3,female,8.39,20.0,1990.0
12122,55-74 years,Ireland,Ireland1990,49364681256.0,15312.0,G.I. Generation,269100.0,1879.3,female,7.43,20.0,1990.0
12123,35-54 years,Ireland,Ireland1990,49364681256.0,15312.0,Silent,391200.0,1879.3,female,7.41,29.0,1990.0
12124,15-24 years,Ireland,Ireland1990,49364681256.0,15312.0,Generation X,291300.0,1879.3,female,4.12,12.0,1990.0
12125,75+ years,Ireland,Ireland1990,49364681256.0,15312.0,G.I. Generation,97900.0,1879.3,female,2.04,2.0,1990.0
12126,5-14 years,Ireland,Ireland1990,49364681256.0,15312.0,Generation X,347800.0,1879.3,male,1.15,4.0,1990.0
12127,5-14 years,Ireland,Ireland1990,49364681256.0,15312.0,Generation X,330300.0,1879.3,female,0.0,0.0,1990.0
12128,25-34 years,Ireland,Ireland1991,49847128533.0,15328.0,Boomers,243900.0,1955.3,male,28.29,69.0,1991.0
12129,35-54 years,Ireland,Ireland1991,49847128533.0,15328.0,Boomers,407900.0,1955.3,male,22.31,91.0,1991.0
12130,55-74 years,Ireland,Ireland1991,49847128533.0,15328.0,Silent,247500.0,1955.3,male,21.41,53.0,1991.0
12131,15-24 years,Ireland,Ireland1991,49847128533.0,15328.0,Generation X,307900.0,1955.3,male,19.81,61.0,1991.0
12132,75+ years,Ireland,Ireland1991,49847128533.0,15328.0,G.I. Generation,63600.0,1955.3,male,12.58,8.0,1991.0
12133,55-74 years,Ireland,Ireland1991,49847128533.0,15328.0,Silent,269800.0,1955.3,female,7.04,19.0,1991.0
12134,25-34 years,Ireland,Ireland1991,49847128533.0,15328.0,Boomers,251600.0,1955.3,female,5.96,15.0,1991.0
12135,35-54 years,Ireland,Ireland1991,49847128533.0,15328.0,Boomers,400200.0,1955.3,female,5.75,23.0,1991.0
12136,75+ years,Ireland,Ireland1991,49847128533.0,15328.0,G.I. Generation,99200.0,1955.3,female,2.02,2.0,1991.0
12137,15-24 years,Ireland,Ireland1991,49847128533.0,15328.0,Generation X,293700.0,1955.3,female,1.36,4.0,1991.0
12138,5-14 years,Ireland,Ireland1991,49847128533.0,15328.0,Millenials,324600.0,1955.3,female,0.0,0.0,1991.0
12139,5-14 years,Ireland,Ireland1991,49847128533.0,15328.0,Millenials,342200.0,1955.3,male,0.0,0.0,1991.0
12140,25-34 years,Ireland,Ireland1992,55985506499.0,17051.0,Boomers,246100.0,2111.1,male,32.51,80.0,1992.0
12141,55-74 years,Ireland,Ireland1992,55985506499.0,17051.0,Silent,248700.0,2111.1,male,24.13,60.0,1992.0
12142,15-24 years,Ireland,Ireland1992,55985506499.0,17051.0,Generation X,313100.0,2111.1,male,21.72,68.0,1992.0
12143,35-54 years,Ireland,Ireland1992,55985506499.0,17051.0,Boomers,416800.0,2111.1,male,19.67,82.0,1992.0
12144,75+ years,Ireland,Ireland1992,55985506499.0,17051.0,G.I. Generation,64800.0,2111.1,male,16.98,11.0,1992.0
12145,55-74 years,Ireland,Ireland1992,55985506499.0,17051.0,Silent,270500.0,2111.1,female,7.76,21.0,1992.0
12146,25-34 years,Ireland,Ireland1992,55985506499.0,17051.0,Boomers,252800.0,2111.1,female,4.35,11.0,1992.0
12147,75+ years,Ireland,Ireland1992,55985506499.0,17051.0,G.I. Generation,101300.0,2111.1,female,3.95,4.0,1992.0
12148,35-54 years,Ireland,Ireland1992,55985506499.0,17051.0,Boomers,410400.0,2111.1,female,3.9,16.0,1992.0
12149,15-24 years,Ireland,Ireland1992,55985506499.0,17051.0,Generation X,297400.0,2111.1,female,2.02,6.0,1992.0
12150,5-14 years,Ireland,Ireland1992,55985506499.0,17051.0,Millenials,339800.0,2111.1,male,0.88,3.0,1992.0
12151,5-14 years,Ireland,Ireland1992,55985506499.0,17051.0,Millenials,321700.0,2111.1,female,0.0,0.0,1992.0
12152,25-34 years,Ireland,Ireland1993,52480253169.0,15872.0,Boomers,247200.0,2042.0,male,23.06,57.0,1993.0
12153,55-74 years,Ireland,Ireland1993,52480253169.0,15872.0,Silent,250200.0,2042.0,male,22.38,56.0,1993.0
12154,35-54 years,Ireland,Ireland1993,52480253169.0,15872.0,Boomers,426500.0,2042.0,male,19.93,85.0,1993.0
12155,15-24 years,Ireland,Ireland1993,52480253169.0,15872.0,Generation X,316400.0,2042.0,male,14.22,45.0,1993.0
12156,75+ years,Ireland,Ireland1993,52480253169.0,15872.0,G.I. Generation,65100.0,2042.0,male,12.29,8.0,1993.0
12157,35-54 years,Ireland,Ireland1993,52480253169.0,15872.0,Boomers,421100.0,2042.0,female,6.65,28.0,1993.0
12158,55-74 years,Ireland,Ireland1993,52480253169.0,15872.0,Silent,271400.0,2042.0,female,5.16,14.0,1993.0
12159,25-34 years,Ireland,Ireland1993,52480253169.0,15872.0,Boomers,252600.0,2042.0,female,5.15,13.0,1993.0
12160,15-24 years,Ireland,Ireland1993,52480253169.0,15872.0,Generation X,300100.0,2042.0,female,3.0,9.0,1993.0
12161,75+ years,Ireland,Ireland1993,52480253169.0,15872.0,G.I. Generation,102900.0,2042.0,female,2.92,3.0,1993.0
12162,5-14 years,Ireland,Ireland1993,52480253169.0,15872.0,Millenials,335100.0,2042.0,male,2.39,8.0,1993.0
12163,5-14 years,Ireland,Ireland1993,52480253169.0,15872.0,Millenials,317900.0,2042.0,female,0.0,0.0,1993.0
12164,25-34 years,Ireland,Ireland1994,57166037102.0,17188.0,Boomers,249000.0,2143.8,male,30.92,77.0,1994.0
12165,35-54 years,Ireland,Ireland1994,57166037102.0,17188.0,Boomers,436500.0,2143.8,male,22.68,99.0,1994.0
12166,15-24 years,Ireland,Ireland1994,57166037102.0,17188.0,Generation X,318100.0,2143.8,male,21.69,69.0,1994.0
12167,75+ years,Ireland,Ireland1994,57166037102.0,17188.0,G.I. Generation,64700.0,2143.8,male,20.09,13.0,1994.0
12168,55-74 years,Ireland,Ireland1994,57166037102.0,17188.0,Silent,252800.0,2143.8,male,17.41,44.0,1994.0
12169,55-74 years,Ireland,Ireland1994,57166037102.0,17188.0,Silent,272800.0,2143.8,female,9.9,27.0,1994.0
12170,35-54 years,Ireland,Ireland1994,57166037102.0,17188.0,Boomers,431300.0,2143.8,female,8.81,38.0,1994.0
12171,15-24 years,Ireland,Ireland1994,57166037102.0,17188.0,Generation X,303000.0,2143.8,female,4.29,13.0,1994.0
12172,25-34 years,Ireland,Ireland1994,57166037102.0,17188.0,Boomers,256100.0,2143.8,female,3.51,9.0,1994.0
12173,75+ years,Ireland,Ireland1994,57166037102.0,17188.0,G.I. Generation,103200.0,2143.8,female,2.91,3.0,1994.0
12174,5-14 years,Ireland,Ireland1994,57166037102.0,17188.0,Millenials,328300.0,2143.8,male,0.61,2.0,1994.0
12175,5-14 years,Ireland,Ireland1994,57166037102.0,17188.0,Millenials,310200.0,2143.8,female,0.0,0.0,1994.0
12176,25-34 years,Ireland,Ireland1995,69222626263.0,20689.0,Generation X,253100.0,2465.4,male,26.47,67.0,1995.0
12177,35-54 years,Ireland,Ireland1995,69222626263.0,20689.0,Boomers,444400.0,2465.4,male,24.98,111.0,1995.0
12178,15-24 years,Ireland,Ireland1995,69222626263.0,20689.0,Generation X,319400.0,2465.4,male,23.79,76.0,1995.0
12179,75+ years,Ireland,Ireland1995,69222626263.0,20689.0,G.I. Generation,66000.0,2465.4,male,21.21,14.0,1995.0
12180,55-74 years,Ireland,Ireland1995,69222626263.0,20689.0,Silent,254200.0,2465.4,male,18.88,48.0,1995.0
12181,25-34 years,Ireland,Ireland1995,69222626263.0,20689.0,Generation X,259200.0,2465.4,female,7.72,20.0,1995.0
12182,35-54 years,Ireland,Ireland1995,69222626263.0,20689.0,Boomers,441600.0,2465.4,female,7.7,34.0,1995.0
12183,55-74 years,Ireland,Ireland1995,69222626263.0,20689.0,Silent,273900.0,2465.4,female,4.75,13.0,1995.0
12184,15-24 years,Ireland,Ireland1995,69222626263.0,20689.0,Generation X,306300.0,2465.4,female,3.59,11.0,1995.0
12185,75+ years,Ireland,Ireland1995,69222626263.0,20689.0,G.I. Generation,105500.0,2465.4,female,2.84,3.0,1995.0
12186,5-14 years,Ireland,Ireland1995,69222626263.0,20689.0,Millenials,319700.0,2465.4,male,1.25,4.0,1995.0
12187,5-14 years,Ireland,Ireland1995,69222626263.0,20689.0,Millenials,302600.0,2465.4,female,0.66,2.0,1995.0
12188,25-34 years,Ireland,Ireland1996,75880632560.0,22478.0,Generation X,257100.0,2483.6,male,34.62,89.0,1996.0
12189,15-24 years,Ireland,Ireland1996,75880632560.0,22478.0,Generation X,323100.0,2483.6,male,25.38,82.0,1996.0
12190,35-54 years,Ireland,Ireland1996,75880632560.0,22478.0,Boomers,454800.0,2483.6,male,24.41,111.0,1996.0
12191,75+ years,Ireland,Ireland1996,75880632560.0,22478.0,G.I. Generation,66900.0,2483.6,male,22.42,15.0,1996.0
12192,55-74 years,Ireland,Ireland1996,75880632560.0,22478.0,Silent,256900.0,2483.6,male,17.13,44.0,1996.0
12193,25-34 years,Ireland,Ireland1996,75880632560.0,22478.0,Generation X,262900.0,2483.6,female,5.71,15.0,1996.0
12194,35-54 years,Ireland,Ireland1996,75880632560.0,22478.0,Boomers,453300.0,2483.6,female,5.29,24.0,1996.0
12195,15-24 years,Ireland,Ireland1996,75880632560.0,22478.0,Generation X,309800.0,2483.6,female,4.52,14.0,1996.0
12196,55-74 years,Ireland,Ireland1996,75880632560.0,22478.0,Silent,274300.0,2483.6,female,2.92,8.0,1996.0
12197,75+ years,Ireland,Ireland1996,75880632560.0,22478.0,G.I. Generation,107700.0,2483.6,female,1.86,2.0,1996.0
12198,5-14 years,Ireland,Ireland1996,75880632560.0,22478.0,Millenials,312700.0,2483.6,male,1.28,4.0,1996.0
12199,5-14 years,Ireland,Ireland1996,75880632560.0,22478.0,Millenials,296300.0,2483.6,female,0.0,0.0,1996.0
12200,15-24 years,Ireland,Ireland1997,82826146132.0,24259.0,Generation X,327450.0,2392.3,male,32.07,105.0,1997.0
12201,25-34 years,Ireland,Ireland1997,82826146132.0,24259.0,Generation X,261887.0,2392.3,male,30.55,80.0,1997.0
12202,35-54 years,Ireland,Ireland1997,82826146132.0,24259.0,Boomers,467626.0,2392.3,male,26.94,126.0,1997.0
12203,55-74 years,Ireland,Ireland1997,82826146132.0,24259.0,Silent,260486.0,2392.3,male,18.81,49.0,1997.0
12204,75+ years,Ireland,Ireland1997,82826146132.0,24259.0,G.I. Generation,67496.0,2392.3,male,17.78,12.0,1997.0
12205,55-74 years,Ireland,Ireland1997,82826146132.0,24259.0,Silent,276097.0,2392.3,female,8.33,23.0,1997.0
12206,35-54 years,Ireland,Ireland1997,82826146132.0,24259.0,Boomers,466997.0,2392.3,female,7.07,33.0,1997.0
12207,15-24 years,Ireland,Ireland1997,82826146132.0,24259.0,Generation X,313447.0,2392.3,female,6.06,19.0,1997.0
12208,25-34 years,Ireland,Ireland1997,82826146132.0,24259.0,Generation X,267638.0,2392.3,female,4.48,12.0,1997.0
12209,75+ years,Ireland,Ireland1997,82826146132.0,24259.0,G.I. Generation,109207.0,2392.3,female,2.75,3.0,1997.0
12210,5-14 years,Ireland,Ireland1997,82826146132.0,24259.0,Millenials,305770.0,2392.3,male,1.31,4.0,1997.0
12211,5-14 years,Ireland,Ireland1997,82826146132.0,24259.0,Millenials,290184.0,2392.3,female,0.0,0.0,1997.0
12212,25-34 years,Ireland,Ireland1998,90082034316.0,26115.0,Generation X,268458.0,2606.2,male,39.48,106.0,1998.0
12213,15-24 years,Ireland,Ireland1998,90082034316.0,26115.0,Generation X,328079.0,2606.2,male,34.14,112.0,1998.0
12214,35-54 years,Ireland,Ireland1998,90082034316.0,26115.0,Boomers,479431.0,2606.2,male,29.2,140.0,1998.0
12215,55-74 years,Ireland,Ireland1998,90082034316.0,26115.0,Silent,264994.0,2606.2,male,20.76,55.0,1998.0
12216,75+ years,Ireland,Ireland1998,90082034316.0,26115.0,G.I. Generation,68586.0,2606.2,male,16.04,11.0,1998.0
12217,35-54 years,Ireland,Ireland1998,90082034316.0,26115.0,Boomers,479738.0,2606.2,female,7.09,34.0,1998.0
12218,55-74 years,Ireland,Ireland1998,90082034316.0,26115.0,Silent,279666.0,2606.2,female,4.29,12.0,1998.0
12219,15-24 years,Ireland,Ireland1998,90082034316.0,26115.0,Generation X,314723.0,2606.2,female,4.13,13.0,1998.0
12220,25-34 years,Ireland,Ireland1998,90082034316.0,26115.0,Generation X,271872.0,2606.2,female,3.68,10.0,1998.0
12221,75+ years,Ireland,Ireland1998,90082034316.0,26115.0,G.I. Generation,111741.0,2606.2,female,2.68,3.0,1998.0
12222,5-14 years,Ireland,Ireland1998,90082034316.0,26115.0,Millenials,283607.0,2606.2,female,0.35,1.0,1998.0
12223,5-14 years,Ireland,Ireland1998,90082034316.0,26115.0,Millenials,298520.0,2606.2,male,0.33,1.0,1998.0
12224,25-34 years,Ireland,Ireland1999,98691849563.0,28344.0,Generation X,274372.0,2602.7,male,29.89,82.0,1999.0
12225,15-24 years,Ireland,Ireland1999,98691849563.0,28344.0,Generation X,327454.0,2602.7,male,26.26,86.0,1999.0
12226,55-74 years,Ireland,Ireland1999,98691849563.0,28344.0,Silent,270407.0,2602.7,male,21.45,58.0,1999.0
12227,35-54 years,Ireland,Ireland1999,98691849563.0,28344.0,Boomers,490716.0,2602.7,male,21.19,104.0,1999.0
12228,75+ years,Ireland,Ireland1999,98691849563.0,28344.0,G.I. Generation,68952.0,2602.7,male,14.5,10.0,1999.0
12229,55-74 years,Ireland,Ireland1999,98691849563.0,28344.0,Silent,283198.0,2602.7,female,6.36,18.0,1999.0
12230,25-34 years,Ireland,Ireland1999,98691849563.0,28344.0,Generation X,277242.0,2602.7,female,5.41,15.0,1999.0
12231,15-24 years,Ireland,Ireland1999,98691849563.0,28344.0,Generation X,315004.0,2602.7,female,5.4,17.0,1999.0
12232,35-54 years,Ireland,Ireland1999,98691849563.0,28344.0,Boomers,490684.0,2602.7,female,5.3,26.0,1999.0
12233,75+ years,Ireland,Ireland1999,98691849563.0,28344.0,G.I. Generation,113032.0,2602.7,female,4.42,5.0,1999.0
12234,5-14 years,Ireland,Ireland1999,98691849563.0,28344.0,Millenials,292740.0,2602.7,male,0.68,2.0,1999.0
12235,5-14 years,Ireland,Ireland1999,98691849563.0,28344.0,Millenials,278070.0,2602.7,female,0.36,1.0,1999.0
12236,25-34 years,Ireland,Ireland2000,99853528653.0,28340.0,Generation X,283528.0,2412.9,male,34.92,99.0,2000.0
12237,35-54 years,Ireland,Ireland2000,99853528653.0,28340.0,Boomers,501834.0,2412.9,male,27.5,138.0,2000.0
12238,15-24 years,Ireland,Ireland2000,99853528653.0,28340.0,Generation X,326264.0,2412.9,male,26.05,85.0,2000.0
12239,55-74 years,Ireland,Ireland2000,99853528653.0,28340.0,Silent,276475.0,2412.9,male,18.45,51.0,2000.0
12240,75+ years,Ireland,Ireland2000,99853528653.0,28340.0,G.I. Generation,69695.0,2412.9,male,10.04,7.0,2000.0
12241,35-54 years,Ireland,Ireland2000,99853528653.0,28340.0,Boomers,502942.0,2412.9,female,7.36,37.0,2000.0
12242,15-24 years,Ireland,Ireland2000,99853528653.0,28340.0,Generation X,314968.0,2412.9,female,6.67,21.0,2000.0
12243,75+ years,Ireland,Ireland2000,99853528653.0,28340.0,G.I. Generation,114383.0,2412.9,female,4.37,5.0,2000.0
12244,55-74 years,Ireland,Ireland2000,99853528653.0,28340.0,Silent,288075.0,2412.9,female,3.47,10.0,2000.0
12245,25-34 years,Ireland,Ireland2000,99853528653.0,28340.0,Generation X,283371.0,2412.9,female,3.18,9.0,2000.0
12246,5-14 years,Ireland,Ireland2000,99853528653.0,28340.0,Millenials,287937.0,2412.9,male,0.35,1.0,2000.0
12247,5-14 years,Ireland,Ireland2000,99853528653.0,28340.0,Millenials,273904.0,2412.9,female,0.0,0.0,2000.0
12248,25-34 years,Ireland,Ireland2001,109000000000.0,30536.0,Generation X,295410.0,2515.2,male,35.21,104.0,2001.0
12249,15-24 years,Ireland,Ireland2001,109000000000.0,30536.0,Millenials,324752.0,2515.2,male,27.41,89.0,2001.0
12250,35-54 years,Ireland,Ireland2001,109000000000.0,30536.0,Boomers,512042.0,2515.2,male,27.15,139.0,2001.0
12251,55-74 years,Ireland,Ireland2001,109000000000.0,30536.0,Silent,285022.0,2515.2,male,23.16,66.0,2001.0
12252,75+ years,Ireland,Ireland2001,109000000000.0,30536.0,Silent,70956.0,2515.2,male,12.68,9.0,2001.0
12253,35-54 years,Ireland,Ireland2001,109000000000.0,30536.0,Boomers,512762.0,2515.2,female,6.63,34.0,2001.0
12254,55-74 years,Ireland,Ireland2001,109000000000.0,30536.0,Silent,295191.0,2515.2,female,6.1,18.0,2001.0
12255,15-24 years,Ireland,Ireland2001,109000000000.0,30536.0,Millenials,313247.0,2515.2,female,4.47,14.0,2001.0
12256,25-34 years,Ireland,Ireland2001,109000000000.0,30536.0,Generation X,294059.0,2515.2,female,3.74,11.0,2001.0
12257,75+ years,Ireland,Ireland2001,109000000000.0,30536.0,Silent,116212.0,2515.2,female,1.72,2.0,2001.0
12258,5-14 years,Ireland,Ireland2001,109000000000.0,30536.0,Millenials,284509.0,2515.2,male,0.7,2.0,2001.0
12259,5-14 years,Ireland,Ireland2001,109000000000.0,30536.0,Millenials,269812.0,2515.2,female,0.0,0.0,2001.0
12260,25-34 years,Ireland,Ireland2002,128000000000.0,35154.0,Generation X,308477.0,2798.9,male,32.42,100.0,2002.0
12261,15-24 years,Ireland,Ireland2002,128000000000.0,35154.0,Millenials,325705.0,2798.9,male,27.33,89.0,2002.0
12262,55-74 years,Ireland,Ireland2002,128000000000.0,35154.0,Silent,294395.0,2798.9,male,21.06,62.0,2002.0
12263,35-54 years,Ireland,Ireland2002,128000000000.0,35154.0,Boomers,521397.0,2798.9,male,20.91,109.0,2002.0
12264,75+ years,Ireland,Ireland2002,128000000000.0,35154.0,Silent,72146.0,2798.9,male,9.7,7.0,2002.0
12265,25-34 years,Ireland,Ireland2002,128000000000.0,35154.0,Generation X,308892.0,2798.9,female,6.15,19.0,2002.0
12266,35-54 years,Ireland,Ireland2002,128000000000.0,35154.0,Boomers,521940.0,2798.9,female,5.56,29.0,2002.0
12267,55-74 years,Ireland,Ireland2002,128000000000.0,35154.0,Silent,302754.0,2798.9,female,4.62,14.0,2002.0
12268,15-24 years,Ireland,Ireland2002,128000000000.0,35154.0,Millenials,315817.0,2798.9,female,4.43,14.0,2002.0
12269,75+ years,Ireland,Ireland2002,128000000000.0,35154.0,Silent,118252.0,2798.9,female,2.54,3.0,2002.0
12270,5-14 years,Ireland,Ireland2002,128000000000.0,35154.0,Millenials,267794.0,2798.9,female,0.75,2.0,2002.0
12271,5-14 years,Ireland,Ireland2002,128000000000.0,35154.0,Millenials,282004.0,2798.9,male,0.35,1.0,2002.0
12272,15-24 years,Ireland,Ireland2003,164000000000.0,44473.0,Millenials,325589.0,3583.9,male,28.56,93.0,2003.0
12273,35-54 years,Ireland,Ireland2003,164000000000.0,44473.0,Boomers,529155.0,3583.9,male,25.51,135.0,2003.0
12274,25-34 years,Ireland,Ireland2003,164000000000.0,44473.0,Generation X,316763.0,3583.9,male,19.26,61.0,2003.0
12275,55-74 years,Ireland,Ireland2003,164000000000.0,44473.0,Silent,304682.0,3583.9,male,18.71,57.0,2003.0
12276,75+ years,Ireland,Ireland2003,164000000000.0,44473.0,Silent,73562.0,3583.9,male,13.59,10.0,2003.0
12277,35-54 years,Ireland,Ireland2003,164000000000.0,44473.0,Boomers,530989.0,3583.9,female,6.97,37.0,2003.0
12278,55-74 years,Ireland,Ireland2003,164000000000.0,44473.0,Silent,311239.0,3583.9,female,6.75,21.0,2003.0
12279,25-34 years,Ireland,Ireland2003,164000000000.0,44473.0,Generation X,315513.0,3583.9,female,5.07,16.0,2003.0
12280,15-24 years,Ireland,Ireland2003,164000000000.0,44473.0,Millenials,317275.0,3583.9,female,4.73,15.0,2003.0
12281,75+ years,Ireland,Ireland2003,164000000000.0,44473.0,Silent,120328.0,3583.9,female,4.16,5.0,2003.0
12282,5-14 years,Ireland,Ireland2003,164000000000.0,44473.0,Millenials,267103.0,3583.9,female,0.75,2.0,2003.0
12283,5-14 years,Ireland,Ireland2003,164000000000.0,44473.0,Millenials,281881.0,3583.9,male,0.71,2.0,2003.0
12284,35-54 years,Ireland,Ireland2004,194000000000.0,51662.0,Boomers,539660.0,4139.5,male,28.17,152.0,2004.0
12285,15-24 years,Ireland,Ireland2004,194000000000.0,51662.0,Millenials,324349.0,4139.5,male,26.51,86.0,2004.0
12286,25-34 years,Ireland,Ireland2004,194000000000.0,51662.0,Generation X,325356.0,4139.5,male,25.82,84.0,2004.0
12287,55-74 years,Ireland,Ireland2004,194000000000.0,51662.0,Silent,313994.0,4139.5,male,19.11,60.0,2004.0
12288,75+ years,Ireland,Ireland2004,194000000000.0,51662.0,Silent,75345.0,4139.5,male,9.29,7.0,2004.0
12289,35-54 years,Ireland,Ireland2004,194000000000.0,51662.0,Boomers,539721.0,4139.5,female,5.74,31.0,2004.0
12290,55-74 years,Ireland,Ireland2004,194000000000.0,51662.0,Silent,319814.0,4139.5,female,5.63,18.0,2004.0
12291,25-34 years,Ireland,Ireland2004,194000000000.0,51662.0,Generation X,324860.0,4139.5,female,4.62,15.0,2004.0
12292,15-24 years,Ireland,Ireland2004,194000000000.0,51662.0,Millenials,315174.0,4139.5,female,2.54,8.0,2004.0
12293,75+ years,Ireland,Ireland2004,194000000000.0,51662.0,Silent,122315.0,4139.5,female,1.64,2.0,2004.0
12294,5-14 years,Ireland,Ireland2004,194000000000.0,51662.0,Millenials,283674.0,4139.5,male,0.35,1.0,2004.0
12295,5-14 years,Ireland,Ireland2004,194000000000.0,51662.0,Millenials,268417.0,4139.5,female,0.0,0.0,2004.0
12296,25-34 years,Ireland,Ireland2005,212000000000.0,55213.0,Generation X,344139.0,4379.2,male,24.99,86.0,2005.0
12297,15-24 years,Ireland,Ireland2005,212000000000.0,55213.0,Millenials,322805.0,4379.2,male,24.78,80.0,2005.0
12298,35-54 years,Ireland,Ireland2005,212000000000.0,55213.0,Boomers,552960.0,4379.2,male,24.23,134.0,2005.0
12299,55-74 years,Ireland,Ireland2005,212000000000.0,55213.0,Silent,323255.0,4379.2,male,18.25,59.0,2005.0
12300,25-34 years,Ireland,Ireland2005,212000000000.0,55213.0,Generation X,337499.0,4379.2,female,6.22,21.0,2005.0
12301,15-24 years,Ireland,Ireland2005,212000000000.0,55213.0,Millenials,314542.0,4379.2,female,5.72,18.0,2005.0
12302,55-74 years,Ireland,Ireland2005,212000000000.0,55213.0,Silent,329510.0,4379.2,female,5.16,17.0,2005.0
12303,35-54 years,Ireland,Ireland2005,212000000000.0,55213.0,Boomers,550357.0,4379.2,female,4.91,27.0,2005.0
12304,75+ years,Ireland,Ireland2005,212000000000.0,55213.0,Silent,124661.0,4379.2,female,3.21,4.0,2005.0
12305,75+ years,Ireland,Ireland2005,212000000000.0,55213.0,Silent,77704.0,4379.2,male,2.57,2.0,2005.0
12306,5-14 years,Ireland,Ireland2005,212000000000.0,55213.0,Millenials,285659.0,4379.2,male,0.7,2.0,2005.0
12307,5-14 years,Ireland,Ireland2005,212000000000.0,55213.0,Millenials,270266.0,4379.2,female,0.37,1.0,2005.0
12308,15-24 years,Ireland,Ireland2006,232000000000.0,58941.0,Millenials,321007.0,4592.6,male,27.1,87.0,2006.0
